id,title,description,icf,gender,planstart,actualstart,planend,actualend,sectors,sector_pct,parent,budget_sum
GB-1-205273,Developing and Scaling Next Generation Agricultural Technologies - Phase II of DFID's Strategic Partnership with the Bill & Melinda Gates Foundation (BMGF),"Working in partnership with the Bill & Melinda Gates Foundation on a set of co-investments, DFID’s funding will increase the development and adoption of new agricultural technologies that build resilience to climate change, diseases and pests and increase productivity, particularly for smallholders in Sub-Saharan Africa and South Asia. ",0,0,01/08/2016,01/08/2016,01/08/2016,01/08/2016,31182;41082;12110,63.00;19.00;18.00,GB-1-205273,34334989
GB-1-205274,Essential support to the UN High Commissioner for Refugees (UNHCR) to assist vulnerable Syrian refugees ,To provide essential support to the UN High Commissioner for Refugees (UNHCR) to assist vulnerable Syrian refugees affected by the ongoing  Syria Crisis. ,0,1,21/10/2015,21/10/2015,21/10/2015,21/10/2015,99810,100,GB-1-205274,2374102
GB-1-205275,Better Jobs in Bangladesh,"Key objective is to influence government to ensure fair practices in factories in terms of- workplace safety, labour standards and responsible business conduct.To drive up the quality of jobs in the garment sector and beyond, the programme is working with government to improve capacity to regulate safety and labour standards in factories. This is also working towards mainstreaming occupational health and safety in policies and practices. The programme is supporting Better Works- a global partnership- to scale up and achieve sustainability in Bangladesh thereby pushing up compliance standards in participating factories.  This will contribute in achieving the SDG target 8.8 of protecting labour rights and promote safe and secure working environments for all workers.",0,0,01/07/2017,01/07/2017,01/07/2017,01/07/2017,15110;25010,70.00;30.00,GB-1-205275,5100000
GB-1-205282,Improving Early Childhood Development in Rwanda,"To Improve developmental potential of young children, cognitive development and increased readiness to learn for children under 3 years old ",0,0,30/09/2016,30/09/2016,30/09/2016,30/09/2016,11240;11110,81.00;19.00,GB-1-205282,35719
GB-1-205283,Strengthening Evidence Use for Development Impact ,"Strengthening Evidence Use for Development Impact aims to increase the use of evidence by policymakers in Ghana, Uganda and Pakistan, which will contribute to more efficient and effective decision-making by partner governments. It will address key constraints to the use of evidence in government institutions of partner countries combining several approaches: targeted capacity development for individuals and organisations; and politically smart technical assistance and evidence brokering that will support policy makers to apply relevant evidence from DFID and others. Strengthening Evidence Use for Development Impact will also work effectively alongside existing bilateral DFID sector programmes, and in doing so help them to increase their impact through evidence use.",0,0,01/09/2016,01/09/2016,01/09/2016,01/09/2016,15110,100,GB-1-205283,3365282
GB-1-205285,Comic Relief Red Nose Day 2019 –  Global Mental Health Matters: ,"The programme will match-fund £2.1million in public donations from Red Nose Day 2019 to make grants to civil society organisations (CSOs)  in Sub-Saharan Africa that are working to ensure people with mental health conditions can access the support they need and are empowered to speak out and live free from stigma and discrimination.   By investing in their capacity development, CSOs will be supported to thrive and deliver benefit to communities long after programme funding ends. It will provide a template for a larger programme to support Southern CSO capacity development to be launched in 2020. ",0,1,15/03/2019,15/03/2019,15/03/2019,15/03/2019,12220,100,GB-1-205285,2099997
GB-1-205286,CHURP Central African Republic Humanitarian Recovery Programme 2016 to 2019,"To save lives and reduce suffering of the population affected by the ongoing crisis in the Central African Republic, including refugees in the region by providing emergency healthcare, livelihoods support and protection activities. It will also include advocacy to ensure effective coordination among humanitarian and development donors, early engagement of international financial institutions, and support to the cross-Whitehall CAR strategy in the fields of security, justice and governance. ",0,1,01/04/2016,01/04/2016,01/04/2016,01/04/2016,72010;72040,82.00;18.00,GB-1-205286,50079995
GB-1-205288,"The EdTech Hub (Educational Technology Hub) - Robust research and innovation on digital, data and technology in education systems, providing global public research goods and direct country support for effective decision making on edtech.","Technology has the potential to help solve the global learning crisis. But that potential is not being realised due to gaps in the evidence and gaps in the use of evidence. The EdTech Hub aims to bridge this evidence gap, and supports and empowers people by giving them the evidence they need to make decisions about technology in education. ",0,2,25/02/2016,25/02/2016,25/02/2016,NA,11182;11110;11120,80.00;18.00;2.00,GB-1-205288,34090259
GB-GOV-1-300001,Humanitarian Access in the Occupied Palestinian Territories.,"The Humanitarian Access programme in the OPTs will Support humanitarian access and Gaza reconstruction through funding to the United Nations Access Coordination Unit (ACU) and the Gaza Reconstruction Mechanism Project Management Unit (GRM-PMU). This project also includes a Humanitarian contingency to allow for speedy response in case of spikes in humanitarian need. Humanitarian assistance will be provided to respond to Health, Shelter, Food, WASH, cash assistance and protection needs.     ",0,0,01/06/2016,01/06/2016,01/06/2016,01/06/2016,72050;16010;52010;72040;12250;14021;14022,41.00;23.00;14.00;12.00;6.00;2.00;2.00,GB-GOV-1-300001,10148740
GB-GOV-1-300003,Strengthening disaster resilience in Nepal,"This project will strengthen disaster resilience in Nepal, particularly to earthquakes, by working with urban centres to build and plan more safely; supporting the strengthening of critical public infrastructure to earthquakes; working to strengthen national capacity to respond to crises and ensure that the international community is prepared; and ensuring that the UK is able to support a humanitarian response should a crises hit.",1,0,01/07/2016,01/07/2016,01/07/2016,NA,74010;43030;41010;32110;14020;21010;12220;16010,85.00;6.00;4.00;3.00;1.00;1.00;0.00;0.00,GB-GOV-1-300003,59563739
GB-GOV-1-300004,Support for the Economic Empowerment of Women and Girls (The SABALAA Programme). ,"The Programme will support interventions in Nepal to help women access better economic opportunities across important growth sectors in Nepal (tourism, reconstruction, agrobusiness, energy). To achieve this, the programme will work directly with Government, private sector, local organisations and communities to develop solutions to the structural barriers that prevent women and girls from participating in and benefitting from the economy. The programme will also develop research to support organisations to better understand women's economic empowerment issues in Nepal.",0,2,01/04/2016,01/04/2016,01/04/2016,01/04/2016,15170;32130;24040;11330,37.00;32.00;18.00;13.00,GB-GOV-1-300004,856949
GB-GOV-1-300005,Jobs Nepal Programme,To improve the growth in key sectors with a focus on Trade to create more and better jobs for poor people.,0,0,01/04/2018,NA,01/04/2018,01/04/2018,32130;25010;33120,50.00;25.00;25.00,GB-GOV-1-300005,100000
GB-GOV-1-300006,Improving Public Financial Management and Accountability in Nepal ,To improve public financial management (PFM) and reduce opportunities for corruption in government service delivery sectors that matter the most for the poor in Nepal. ,0,0,01/07/2016,01/07/2016,01/07/2016,01/07/2016,15111;15113;15114;15110;15112,53.00;24.00;15.00;7.00;1.00,GB-GOV-1-300006,4999999
